Order,Order Quantity,Sales,Ship Mode,Profit,Shipping Cost,Province
6716,37,394.62,Regular Air,31.39,13.56,Connacht
6717,35,3814.171,Regular Air,1077.13,603.2,Connacht
6718,4,103.9,Express Air,19.26,14.78,Munster
6719,34,16073.03,Delivery Truck,5386.32,970.96,Connacht
6720,45,221.06,Regular Air,124.28,17.04,Munster
6721,5,25.1,Regular Air,2.98,0.9,Leinster
6722,14,1144.35,Regular Air,448.6,178.0,Leinster
6723,46,110.96,Regular Air,35.92,2.81,Leinster
6724,1,794.58,Delivery Truck,1748.34,43.94,Munster
6725,14,3849.8,Delivery Truck,192.2,333.36,Connacht
6726,1,22.74,Express Air,13.59,2.32,Munster
6727,10,5056.89,Delivery Truck,789.05,61.19,Leinster
6728,25,172.04,Regular Air,85.11,7.81,Munster
6729,37,558.77,Regular Air,92.87,37.59,Leinster
6730,15,150.24,Regular Air,102.93,13.58,Munster
6731,18,129.77,Regular Air,99.42,16.63,Munster
6732,20,430.41,Regular Air,1.55,40.96,Munster
6733,20,761.23,Regular Air,107.93,41.68,Leinster
6734,14,425.67,Express Air,166.57,26.55,Leinster
6735,32,3500.49,Regular Air,230.64,311.76,Ulster
6736,48,204.15,Regular Air,155.53,2.51,Connacht
6737,46,221.13,Regular Air,59.7,12.57,Leinster
6738,46,300.07,Regular Air,209.58,37.63,Leinster
6739,47,1020.61,Regular Air,209.61,80.25,Ulster
6740,24,4170.865,Express Air,1030.51,532.03,Connacht
6741,41,172.15,Express Air,86.78,29.09,Leinster
6742,15,272.8925,Regular Air,19.61,3.94,Munster
6743,7,187.33,Regular Air,66.47,7.64,Ulster
6744,1,19.96,Express Air,3.25,1.13,Connacht
6745,47,1041.78,Regular Air,283.79,16.6,Leinster
6746,42,287.75,Regular Air,136.02,6.88,Ulster
6747,14,135.21,Regular Air,5.89,5.39,Leinster
6748,8,1391.7645,Regular Air,426.07,62.0,Leinster
6749,11,607.597,Regular Air,112.24,57.34,Connacht
6750,2,226.882,Regular Air,582.65,7.6,Connacht
6751,12,31.6,Regular Air,3.64,4.15,Munster
6752,16,621.93,Regular Air,49.77,35.43,Munster
6753,3,523.58,Express Air,179.36,12.6,Ulster
6754,46,14740.51,Delivery Truck,3407.73,1162.51,Ulster
6755,4,481.27,Delivery Truck,181.27,26.11,Leinster
6756,30,255.74,Regular Air,37.09,20.07,Munster
6757,47,255.65,Regular Air,148.8,15.06,Munster
6758,50,355.03,Regular Air,33.31,4.19,Connacht
6759,29,134.68,Regular Air,66.46,14.74,Ulster
6760,35,3683.73,Regular Air,708.76,104.39,Connacht
6761,45,341.39,Regular Air,82.95,20.81,Munster
6762,28,430.13,Regular Air,2.33,34.86,Leinster
6763,12,849.51,Regular Air,163.1,21.03,Ulster
6764,20,307.46,Regular Air,4.91,1.61,Ulster
6765,31,181.17,Express Air,59.88,32.4,Leinster
6766,25,161.72,Regular Air,121.18,15.25,Ulster
6767,2,1838.18,Regular Air,2531.48,137.1,Ulster
6768,22,1148.0355,Express Air,21.98,112.65,Leinster
6769,3,68.64,Regular Air,38.93,0.88,Munster
6770,17,37.06,Regular Air,0.61,0.83,Connacht
6771,38,2063.42,Regular Air,989.95,50.62,Ulster
6772,47,1003.43,Regular Air,208.06,119.91,Munster
6773,10,601.57,Delivery Truck,247.25,19.93,Ulster
6774,40,12450.48,Delivery Truck,3030.16,1221.44,Connacht
6775,12,190.73,Regular Air,69.64,7.71,Ulster
6776,2,15.04,Regular Air,6.12,0.14,Munster
6777,33,117.77,Regular Air,47.98,6.47,Munster
6778,32,1425.06,Regular Air,597.31,75.32,Connacht
6779,41,5636.3075,Regular Air,1595.67,329.51,Munster
6780,46,4814.12,Regular Air,855.14,103.44,Leinster
6781,3,498.49,Delivery Truck,251.41,46.54,Ulster
6782,9,54.79,Regular Air,6.82,5.48,Connacht
6783,29,230.77,Regular Air,146.24,19.3,Munster
6784,30,139.59,Regular Air,5.9,3.24,Leinster
6785,46,398.86,Regular Air,26.45,61.6,Munster
6786,34,3373.7095,Regular Air,861.72,293.37,Leinster
6787,47,1146.992,Delivery Truck,1643.74,15.21,Leinster
6788,26,3758.77,Regular Air,753.61,260.58,Munster
6789,33,310.99,Regular Air,106.45,34.18,Connacht
6790,18,211.4,Regular Air,91.63,3.32,Connacht
6791,14,132.72,Regular Air,9.18,18.91,Ulster
6792,7,363.57,Delivery Truck,33.99,24.21,Munster
6793,16,981.26,Regular Air,500.35,178.32,Connacht
6794,17,6048.18,Delivery Truck,1418.36,342.29,Munster
6795,6,27.32,Express Air,5.87,4.12,Connacht
6796,41,5000.87,Delivery Truck,593.23,957.14,Ulster
6797,21,111.66,Regular Air,53.33,16.13,Munster
6798,50,804.14,Regular Air,25.27,40.54,Connacht
6799,11,55.49,Regular Air,37.32,7.08,Leinster
6800,15,144.14,Regular Air,12.09,8.23,Connacht
6801,38,29186.49,Delivery Truck,11562.08,1234.92,Ulster
6802,42,115.99,Express Air,53.35,6.86,Leinster
6803,50,2510.71,Express Air,3.6,111.53,Munster
6804,24,1326.51,Regular Air,58.17,76.81,Munster
6805,21,535.57,Regular Air,131.05,43.82,Connacht
6806,22,5648.69,Regular Air,1489.8,519.53,Munster
6807,12,54.86,Regular Air,50.6,2.73,Leinster
6808,41,108.15,Regular Air,7.57,10.78,Connacht
6809,11,405.53,Regular Air,130.52,18.4,Ulster
6810,19,61.02,Regular Air,71.04,7.13,Ulster
6811,22,4001.4685,Regular Air,884.91,274.34,Connacht
6812,8,60.17,Regular Air,18.24,4.8,Ulster
6813,39,9362.73,Regular Air,2766.29,370.96,Munster
6814,12,27.05,Express Air,1.0,0.96,Connacht
6815,15,926.3,Regular Air,503.8,53.75,Leinster
6816,8,775.74,Delivery Truck,215.39,104.7,Connacht
6817,50,3615.8405,Regular Air,1861.35,101.72,Munster
6818,44,109.18,Regular Air,37.17,12.86,Ulster
6819,22,46.36,Express Air,56.73,6.5,Ulster
6820,1,17.89,Express Air,10.51,0.85,Leinster
6821,12,451.09,Express Air,61.27,80.89,Connacht
6822,9,883.37,Regular Air,51.3,39.18,Ulster
6823,39,158.46,Regular Air,130.66,4.07,Ulster
6824,23,48.83,Regular Air,1.0,5.57,Leinster
6825,25,82.21,Regular Air,15.25,7.35,Connacht
6826,6,14734.71,Delivery Truck,3798.01,350.3,Connacht
6827,38,136.5,Regular Air,216.66,19.09,Leinster
6828,39,546.4,Express Air,138.82,4.07,Ulster
6829,17,4621.1,Delivery Truck,635.65,323.01,Leinster
6830,19,1134.2,Delivery Truck,351.51,35.12,Munster
6831,26,430.33,Regular Air,85.48,62.2,Leinster
6832,8,1496.83,Delivery Truck,329.72,116.79,Ulster
6833,30,717.21,Regular Air,217.06,49.98,Ulster
6834,21,556.45,Delivery Truck,124.42,40.96,Munster
6835,26,892.38,Regular Air,366.48,163.4,Leinster
6836,41,368.17,Express Air,15.12,9.89,Munster
6837,8,61.8715,Regular Air,50.33,0.66,Munster
6838,29,195.82,Regular Air,91.7,14.43,Connacht
6839,41,1871.13,Regular Air,346.43,173.8,Ulster
6840,23,404.24,Express Air,76.99,55.87,Connacht
6841,27,96.99,Express Air,66.35,11.6,Munster
6842,11,499.26,Express Air,144.05,23.5,Munster
6843,36,82.09,Regular Air,11.44,7.5,Munster
6844,16,487.7,Regular Air,67.54,50.36,Leinster
6845,6,20.19,Regular Air,1.25,2.78,Munster
6846,8,169.11,Regular Air,10.59,14.99,Connacht
6847,1,305.82,Regular Air,232.24,24.77,Connacht
6848,24,3668.6,Regular Air,993.15,578.03,Connacht
6849,35,6739.92,Delivery Truck,957.29,86.73,Ulster
6850,40,291.67,Regular Air,54.46,5.6,Leinster
6851,1,15.0,Regular Air,11.02,2.48,Connacht
6852,9,266.27,Regular Air,5.7,5.49,Ulster
6853,1,192.49,Delivery Truck,98.3,1.4,Munster
6854,29,150.28,Regular Air,50.86,6.73,Connacht
6855,13,158.79,Regular Air,1.16,15.63,Ulster
6856,48,166.13,Regular Air,119.16,4.36,Connacht
6857,43,220.47,Regular Air,135.16,0.36,Munster
6858,22,205.88,Regular Air,20.68,7.67,Munster
6859,28,881.5010000000001,Express Air,334.53,76.25,Leinster
6860,38,1679.04,Regular Air,324.47,264.88,Munster
6861,49,6175.776999999999,Express Air,1881.58,508.29,Leinster
6862,5,159.5,Regular Air,57.98,18.48,Ulster
6863,25,184.86,Regular Air,33.95,26.58,Munster
6864,29,9558.65,Delivery Truck,2154.07,269.06,Leinster
6865,10,38.44,Express Air,26.19,3.64,Leinster
6866,42,12837.11,Delivery Truck,1881.76,775.66,Ulster
6867,30,8316.76,Delivery Truck,2108.8,398.08,Connacht
6868,18,130.16,Regular Air,28.87,7.79,Connacht
6869,10,1600.85,Delivery Truck,193.97,280.72,Munster
6870,45,1009.8,Regular Air,352.64,37.2,Munster
6871,36,64.43,Regular Air,18.64,3.19,Munster
6872,8,23.19,Regular Air,13.27,0.02,Connacht
6873,36,78.51,Regular Air,10.06,3.76,Munster
6874,43,337.01,Regular Air,147.2,32.86,Munster
6875,1,4.99,Regular Air,3.06,0.27,Connacht
6876,36,1072.36,Regular Air,440.48,197.51,Leinster
6877,18,93.02,Regular Air,20.01,4.46,Ulster
6878,20,191.43,Express Air,39.5,16.98,Leinster
6879,42,213.75,Regular Air,188.77,24.63,Connacht
6880,38,553.02,Regular Air,49.38,20.74,Ulster
6881,8,754.6555,Regular Air,212.55,38.73,Connacht
6882,47,296.13,Regular Air,119.09,23.18,Connacht
6883,26,1514.9635,Regular Air,310.19,104.35,Leinster
6884,37,7834.77,Delivery Truck,297.79,169.37,Munster
6885,37,1697.44,Regular Air,523.43,81.57,Leinster
6886,9,990.67,Regular Air,365.32,67.13,Munster
6887,38,115.43,Regular Air,11.41,21.72,Leinster
6888,23,3194.05,Regular Air,608.52,129.64,Ulster
6889,29,465.52,Express Air,65.35,23.01,Leinster
6890,32,279.43,Regular Air,48.47,2.59,Leinster
6891,8,234.28,Regular Air,65.42,9.1,Leinster
6892,42,813.535,Express Air,435.95,78.3,Ulster
6893,27,159.05,Regular Air,21.46,9.21,Munster
6894,17,142.94,Regular Air,129.56,1.04,Leinster
6895,30,2477.99,Regular Air,747.68,2.11,Ulster
6896,36,17304.85,Delivery Truck,7434.48,3357.22,Ulster
6897,48,548.3,Express Air,47.92,4.6,Munster
6898,31,846.85,Regular Air,25.98,63.31,Munster
6899,19,812.06,Regular Air,220.07,134.3,Leinster
6900,9,38.3,Regular Air,42.49,3.56,Connacht
6901,28,1538.8655,Regular Air,186.33,85.26,Munster
6902,42,1414.05,Regular Air,161.48,60.93,Munster
6903,48,9708.64,Delivery Truck,528.65,595.6,Leinster
6904,3,8.6,Regular Air,2.03,0.59,Leinster
6905,40,323.63,Regular Air,205.49,17.52,Munster
6906,17,74.25,Regular Air,56.17,4.8,Munster
6907,42,152.26,Regular Air,64.99,29.59,Munster
6908,13,152.14,Regular Air,26.87,9.49,Connacht
6909,33,7384.18,Delivery Truck,513.79,161.93,Munster
6910,13,735.54,Regular Air,171.82,71.76,Munster
6911,13,197.61,Express Air,3.46,19.4,Ulster
6912,43,400.45,Regular Air,38.58,3.28,Leinster
6913,5,66.92,Regular Air,23.29,1.33,Connacht
6914,33,468.46,Regular Air,292.7,77.81,Connacht
6915,13,50.19,Regular Air,64.39,1.85,Connacht
6916,37,589.63,Regular Air,70.8,102.75,Munster
6917,22,148.8,Regular Air,52.08,14.21,Ulster
6918,41,812.21,Express Air,128.02,74.85,Munster
6919,6,29.19,Regular Air,0.65,0.37,Leinster
6920,39,6152.52,Delivery Truck,768.06,400.86,Connacht
6921,19,360.24,Regular Air,53.82,23.22,Connacht
6922,40,278.8,Regular Air,77.71,27.83,Munster
6923,27,305.05,Regular Air,23.12,10.03,Munster
6924,12,17274.87,Delivery Truck,2028.12,487.44,Leinster
6925,14,4998.03,Regular Air,1092.94,786.32,Munster
6926,34,5634.3525,Regular Air,1185.41,16.48,Ulster
6927,36,570.14,Regular Air,90.72,39.32,Ulster
6928,34,3419.1505,Regular Air,858.58,116.4,Ulster
6929,29,352.55,Regular Air,128.99,32.96,Connacht
6930,42,4846.68,Regular Air,820.94,133.03,Ulster
6931,15,611.68,Regular Air,134.75,58.36,Ulster
6932,15,7190.06,Delivery Truck,1908.45,245.11,Leinster
6933,48,6403.39,Delivery Truck,824.15,374.85,Leinster
6934,25,2976.19,Delivery Truck,44.52,123.5,Ulster
6935,13,246.06,Regular Air,52.33,24.53,Ulster
6936,27,322.69,Regular Air,1.91,3.46,Leinster
6937,47,2029.75,Regular Air,320.37,37.32,Ulster
6938,21,793.85,Regular Air,308.53,55.08,Leinster
6939,20,1564.1615,Regular Air,682.48,49.3,Connacht
6940,25,8270.57,Delivery Truck,2851.46,249.52,Munster
6941,12,94.52,Regular Air,36.23,5.31,Connacht
6942,44,286.06,Regular Air,85.09,45.98,Connacht
6943,42,437.73,Regular Air,205.7,21.81,Connacht
6944,23,279.63,Regular Air,61.69,17.45,Munster
6945,42,636.34,Regular Air,99.26,8.25,Munster
6946,3,523.11,Delivery Truck,214.53,6.11,Munster
6947,6,1056.6435,Regular Air,586.2,180.98,Leinster
6948,45,4165.04,Delivery Truck,135.68,731.25,Munster
6949,44,777.63,Regular Air,70.54,75.63,Ulster
6950,2,26.64,Express Air,13.88,1.53,Leinster
6951,34,1912.9845,Express Air,288.09,170.96,Ulster
6952,8,319.62,Express Air,16.64,24.04,Leinster
6953,28,1642.05,Regular Air,829.73,181.1,Munster
6954,41,1484.89,Regular Air,220.99,103.52,Leinster
6955,8,955.29,Delivery Truck,286.2,49.68,Ulster
6956,24,473.03,Regular Air,26.27,40.69,Connacht
6957,34,4152.12,Regular Air,817.98,112.7,Ulster
6958,31,154.24,Regular Air,68.88,10.15,Connacht
6959,14,80.6,Regular Air,4.2,7.87,Munster
6960,49,266.3,Express Air,135.06,15.16,Connacht
6961,48,2011.46,Regular Air,171.07,328.27,Connacht
6962,25,288.91,Regular Air,14.06,18.23,Ulster
6963,14,367.11,Regular Air,116.8,2.05,Leinster
6964,41,291.16,Express Air,89.47,18.14,Ulster
6965,47,20265.22,Delivery Truck,6168.64,1990.87,Leinster
6966,12,64.77,Regular Air,14.46,3.67,Connacht
6967,13,98.39,Express Air,31.54,4.17,Connacht
6968,36,1314.65,Regular Air,536.87,147.07,Ulster
6969,27,235.45,Regular Air,8.82,5.23,Ulster
6970,48,207.08,Regular Air,131.82,19.73,Ulster
6971,8,180.79,Regular Air,20.09,15.65,Ulster
6972,7,296.84,Regular Air,71.83,35.63,Connacht
6973,28,327.95,Regular Air,43.68,24.9,Munster
6974,28,2860.19,Express Air,458.4,464.39,Ulster
6975,3,21.64,Regular Air,13.33,0.28,Leinster
6976,44,289.94,Regular Air,102.19,57.56,Leinster
6977,25,4253.65,Express Air,943.0,210.18,Munster
6978,13,1351.76,Regular Air,107.31,100.97,Leinster
6979,19,5297.47,Delivery Truck,158.93,1027.97,Leinster
6980,13,646.55,Regular Air,244.13,2.66,Leinster
6981,19,210.4,Regular Air,18.96,29.32,Ulster
6982,24,1339.25,Regular Air,142.51,92.78,Leinster
6983,9,169.27,Regular Air,68.93,8.72,Connacht
6984,26,493.43,Regular Air,120.18,30.14,Leinster
6985,11,2503.008,Delivery Truck,298.62,140.7,Connacht
6986,15,6933.45,Delivery Truck,1200.21,292.22,Connacht
6987,1,36.4,Regular Air,41.56,1.11,Ulster
6988,1,17.59,Express Air,10.85,1.23,Connacht
6989,15,120.52,Regular Air,43.92,8.05,Connacht
6990,14,181.49,Regular Air,29.54,36.26,Connacht
6991,45,1212.928,Delivery Truck,1460.77,2.29,Connacht
6992,15,593.73,Regular Air,108.01,43.9,Connacht
6993,48,133.43,Regular Air,9.5,10.21,Munster
6994,11,1612.93,Regular Air,321.25,257.44,Munster
6995,15,297.05,Regular Air,16.89,7.73,Leinster
6996,9,118.95,Regular Air,30.8,4.16,Leinster
6997,18,925.03,Regular Air,3.68,118.84,Munster
6998,26,233.03,Express Air,86.34,11.35,Connacht
6999,36,4852.05,Delivery Truck,1197.58,124.3,Munster
7000,49,120.77,Regular Air,19.86,6.31,Ulster
7001,11,404.1495,Regular Air,107.5,28.75,Munster
7002,6,171.77,Delivery Truck,59.88,1.61,Connacht
7003,37,1767.88,Regular Air,66.47,6.13,Munster
7004,6,124.65,Regular Air,13.34,10.54,Leinster
7005,35,1154.14,Regular Air,36.0,91.18,Leinster
7006,23,147.05,Regular Air,54.91,13.97,Leinster
7007,46,141.08,Regular Air,36.96,6.77,Ulster
7008,6,241.85,Regular Air,4.5,16.64,Connacht
7009,31,1370.56,Regular Air,511.51,140.17,Ulster
7010,26,135.88,Regular Air,66.02,15.67,Leinster
7011,43,4083.19,Delivery Truck,1049.85,526.9,Connacht
7012,16,72.08,Regular Air,54.75,4.47,Leinster
7013,36,1749.07,Regular Air,804.66,32.12,Leinster
7014,11,812.498,Express Air,128.95,27.44,Ulster
7015,12,4080.3,Delivery Truck,593.79,798.9,Leinster
7016,36,1841.6,Regular Air,12.95,170.06,Ulster
7017,34,398.76,Regular Air,0.82,17.01,Munster
7018,36,5977.63,Delivery Truck,86.68,1129.01,Munster
7019,13,183.22,Regular Air,100.89,13.57,Leinster
7020,18,78.93,Regular Air,88.61,5.2,Leinster
7021,13,1191.73,Regular Air,147.6,167.78,Ulster
7022,41,1169.26,Regular Air,515.62,107.79,Ulster
7023,6,826.9735,Regular Air,413.33,5.52,Connacht
7024,36,350.71,Regular Air,15.3,22.59,Connacht
7025,41,295.12,Regular Air,151.93,15.74,Leinster
7026,15,896.1805,Express Air,82.04,133.88,Connacht
7027,16,2232.66,Express Air,521.09,125.11,Leinster
7028,38,5679.59,Express Air,1763.75,1033.3,Leinster
7029,10,6350.29,Regular Air,735.97,589.34,Ulster
7030,37,750.89,Express Air,1176.28,7.9,Leinster
7031,19,376.21,Regular Air,89.56,31.23,Munster
7032,30,79.14,Regular Air,4.73,6.5,Leinster
7033,25,1344.88,Regular Air,13.77,72.85,Leinster
7034,29,1000.78,Express Air,109.33,67.61,Munster
7035,36,14358.64,Delivery Truck,969.05,1361.69,Leinster
7036,15,138.84,Express Air,8.75,8.9,Ulster
7037,32,1662.33,Regular Air,783.84,141.73,Ulster
7038,50,87.44,Regular Air,184.6,6.29,Leinster
7039,40,2169.49,Regular Air,1043.43,428.95,Ulster
7040,46,3644.6,Regular Air,1144.67,376.15,Ulster
7041,12,88.06,Regular Air,69.05,1.56,Leinster
7042,12,1769.74,Regular Air,333.69,110.96,Leinster
7043,45,15468.216,Delivery Truck,969.05,2461.17,Munster
7044,7,37.3,Regular Air,5.03,4.49,Ulster
7045,31,633.56,Regular Air,158.87,13.46,Connacht
7046,36,246.79,Regular Air,90.08,45.55,Ulster
7047,50,1444.96,Express Air,6.34,15.27,Munster
7048,12,78.36,Regular Air,8.52,6.7,Ulster
7049,32,98.46,Regular Air,41.54,4.01,Munster
7050,11,131.12,Regular Air,24.81,24.94,Connacht
7051,38,260.41,Express Air,45.75,50.44,Munster
7052,38,6900.13,Delivery Truck,552.97,832.2,Connacht
7053,33,103.92,Regular Air,52.76,14.26,Ulster
7054,10,52.76,Regular Air,49.53,7.05,Connacht
7055,4,30.47,Regular Air,10.7,4.47,Ulster
7056,3,26.13,Regular Air,10.61,2.28,Ulster
7057,48,14556.67,Delivery Truck,3829.63,1641.54,Connacht
7058,42,1220.08,Regular Air,515.64,61.91,Leinster
7059,39,5740.32,Delivery Truck,1285.74,27.55,Ulster
7060,49,8551.544,Regular Air,2763.13,509.81,Ulster
7061,22,954.57,Regular Air,380.9,11.41,Munster
7062,48,5085.907,Regular Air,1366.69,907.01,Connacht
7063,42,194.2,Regular Air,139.13,2.57,Connacht
7064,21,61.76,Regular Air,4.34,1.94,Leinster
7065,2,53.3,Regular Air,46.2,5.05,Leinster
7066,14,140.66,Regular Air,11.34,8.53,Munster
7067,18,23792.93,Regular Air,10951.31,1021.98,Leinster
7068,49,165.51,Regular Air,269.91,16.64,Leinster
7069,13,1272.83,Regular Air,250.47,11.55,Munster
7070,46,400.49,Regular Air,237.89,70.94,Ulster
7071,1,26.68,Regular Air,10.74,2.02,Leinster
7072,6,133.4,Regular Air,0.31,2.1,Connacht
7073,2,23.54,Regular Air,14.47,1.85,Munster
7074,14,50.85,Express Air,6.81,0.68,Ulster
7075,38,847.82,Delivery Truck,1348.5,144.1,Ulster
7076,20,3878.49,Regular Air,1397.86,620.73,Ulster
7077,30,397.17,Express Air,7.69,54.07,Munster
7078,31,953.0455,Regular Air,298.47,107.9,Connacht
7079,15,403.71,Delivery Truck,97.47,39.29,Connacht
7080,26,846.0815,Regular Air,120.93,133.42,Leinster
7081,19,3555.29,Express Air,183.28,35.11,Leinster
7082,10,254.89,Regular Air,106.58,17.31,Ulster
7083,47,1020.88,Regular Air,173.94,76.15,Leinster
7084,14,552.08,Express Air,203.24,27.34,Leinster
7085,41,844.09,Regular Air,52.56,9.22,Connacht
7086,7,230.29,Regular Air,4.3,6.34,Munster
7087,13,603.347,Regular Air,142.98,16.18,Connacht
7088,35,203.35,Regular Air,1605.73,21.82,Leinster
7089,29,852.75,Regular Air,358.73,72.67,Munster
7090,38,82.93,Regular Air,10.32,0.86,Munster
7091,46,3732.25,Delivery Truck,1255.86,28.38,Munster
7092,31,7180.83,Delivery Truck,487.17,897.98,Leinster
7093,27,177.95,Regular Air,61.75,25.0,Connacht
7094,44,642.8,Regular Air,253.11,28.15,Munster
7095,47,992.95,Regular Air,65.21,30.53,Munster
7096,13,315.29,Regular Air,361.82,26.18,Ulster
7097,21,256.12,Regular Air,18.19,15.38,Leinster
7098,20,135.02,Regular Air,60.69,1.65,Munster
7099,30,943.44,Regular Air,89.98,35.2,Ulster
7100,22,89.96,Regular Air,115.21,1.7,Ulster
7101,30,4965.7595,Regular Air,1198.97,630.11,Ulster
7102,32,4902.38,Regular Air,1438.49,630.3,Leinster
7103,29,12098.87,Delivery Truck,969.05,143.92,Leinster
7104,44,364.4,Regular Air,51.08,8.83,Munster
7105,14,95.89,Regular Air,46.31,8.87,Leinster
7106,36,7783.36,Express Air,3506.24,130.96,Munster
7107,21,470.79,Regular Air,80.11,7.43,Connacht
7108,4,30.85,Regular Air,12.88,1.85,Ulster
7109,32,249.59,Regular Air,101.82,43.41,Munster
7110,46,1605.22,Express Air,230.03,230.19,Leinster
7111,1,195.04,Regular Air,149.41,1.67,Munster
7112,32,671.75,Regular Air,56.83,31.91,Connacht
7113,8,137.42,Regular Air,24.86,23.13,Connacht
7114,21,6005.21,Delivery Truck,450.7,381.94,Connacht
7115,7,754.92,Regular Air,129.57,16.13,Connacht
7116,6,18.02,Regular Air,3.09,0.65,Leinster
7117,24,178.92,Regular Air,56.11,23.73,Ulster
7118,7,91.43,Regular Air,42.98,6.82,Connacht
7119,34,1041.66,Express Air,480.53,26.43,Connacht
7120,4,29.05,Express Air,20.9,4.88,Munster
7121,16,367.09,Regular Air,74.2,34.37,Ulster
7122,33,528.5,Regular Air,149.92,103.89,Connacht
7123,3,73.44,Delivery Truck,53.78,5.41,Ulster
7124,46,4744.64,Regular Air,1033.38,405.56,Munster
7125,28,1560.6170000000002,Regular Air,214.29,69.2,Leinster
7126,20,984.6315,Regular Air,129.14,116.07,Ulster
7127,48,2996.93,Regular Air,1060.87,373.64,Leinster
7128,29,169.61,Regular Air,211.06,4.28,Munster
7129,26,132.23,Regular Air,22.25,5.9,Connacht
7130,42,19845.696,Delivery Truck,1331.55,1660.13,Leinster
7131,38,375.61,Express Air,21.26,14.21,Leinster
7132,41,129.49,Regular Air,36.02,1.67,Ulster
7133,14,71.6,Regular Air,30.65,2.56,Munster
7134,46,11057.6,Delivery Truck,183.9,837.74,Ulster
7135,21,293.27,Regular Air,44.56,17.73,Munster
7136,7,211.7435,Regular Air,33.31,19.42,Leinster
7137,20,660.27,Express Air,63.83,11.22,Ulster
7138,42,174.59,Regular Air,25.88,3.91,Ulster
7139,27,194.35,Regular Air,30.88,10.9,Leinster
7140,26,2951.438,Regular Air,667.28,563.32,Ulster
7141,43,927.82,Regular Air,255.03,62.67,Leinster
7142,4,698.0,Delivery Truck,93.16,139.33,Connacht
7143,40,1030.09,Regular Air,568.71,56.06,Ulster
7144,15,4956.784000000001,Delivery Truck,296.06,888.13,Leinster
7145,19,3240.728,Delivery Truck,691.31,65.89,Connacht
7146,24,6717.784000000001,Delivery Truck,1903.1,483.5,Connacht
7147,48,446.53,Express Air,261.45,51.39,Leinster
7148,4,10.65,Regular Air,0.64,0.81,Ulster
7149,21,61.94,Express Air,22.32,2.7,Ulster
7150,24,7547.14,Regular Air,2080.48,287.7,Ulster
7151,6,201.83,Regular Air,34.98,13.4,Connacht
7152,28,193.16,Regular Air,71.73,14.82,Ulster
7153,46,287.13,Regular Air,186.31,16.24,Munster
7154,14,63.52,Regular Air,8.66,4.88,Connacht
7155,17,77.19,Regular Air,81.35,5.27,Ulster
7156,30,164.41,Regular Air,128.52,11.1,Leinster
7157,23,6641.14,Delivery Truck,673.77,10.75,Ulster
7158,33,1756.5929999999998,Regular Air,298.21,166.97,Munster
7159,37,223.74,Regular Air,39.63,4.14,Leinster
7160,10,1529.3115,Regular Air,491.26,93.17,Munster
7161,11,5510.23,Delivery Truck,915.8,541.38,Leinster
7162,19,137.02,Regular Air,46.89,7.21,Leinster
7163,31,259.59,Regular Air,34.79,10.98,Ulster
7164,49,11365.616000000002,Delivery Truck,229.22,1009.42,Connacht
7165,25,358.78,Express Air,76.9,56.61,Munster
7166,5,80.56,Regular Air,12.5,7.92,Leinster
7167,33,3008.5,Delivery Truck,1101.9,53.16,Leinster
7168,37,816.65,Regular Air,182.8,100.95,Connacht
7169,10,149.25,Regular Air,26.81,12.25,Connacht
7170,12,1079.19,Regular Air,46.8,91.53,Munster
7171,11,64.86,Regular Air,22.05,3.14,Connacht
7172,32,463.0,Regular Air,24.61,76.89,Leinster
7173,42,5678.5525,Regular Air,1727.78,821.08,Ulster
7174,46,130.9,Regular Air,18.75,19.17,Munster
7175,46,157.87,Regular Air,115.8,15.04,Munster
7176,6,18.05,Regular Air,0.13,1.71,Ulster
7177,45,947.66,Delivery Truck,2175.09,66.61,Munster
7178,12,96.73,Regular Air,83.65,8.22,Leinster
7179,15,150.33,Express Air,98.23,20.32,Leinster
7180,34,1069.85,Delivery Truck,1179.39,28.87,Ulster
7181,41,917.25,Regular Air,103.75,121.3,Munster
7182,4,1472.31,Delivery Truck,223.59,55.8,Connacht
7183,11,33.67,Regular Air,4.08,1.36,Ulster
7184,7,144.95,Express Air,10.82,13.87,Munster
7185,7,51.03,Regular Air,21.38,3.6,Munster
7186,38,3676.96,Express Air,1233.45,252.66,Leinster
7187,40,825.8,Regular Air,183.48,155.03,Ulster
7188,46,27720.98,Regular Air,11984.4,5400.79,Ulster
7189,50,4550.06,Delivery Truck,1335.32,25.58,Munster
7190,50,329.91,Regular Air,279.93,60.18,Connacht
7191,14,51.56,Regular Air,1.06,1.4,Leinster
7192,3,22.6,Express Air,4.63,1.75,Ulster
7193,8,269.14,Regular Air,160.72,15.34,Connacht
7194,36,100.87,Regular Air,8.4,10.64,Connacht
7195,32,3234.1,Regular Air,2033.5,322.0,Ulster
7196,44,839.7,Regular Air,211.79,112.15,Ulster
7197,4,16.6,Regular Air,2.06,2.7,Ulster
7198,25,662.16,Regular Air,185.21,7.36,Connacht
7199,35,1477.63,Regular Air,387.56,266.05,Ulster
7200,36,1644.22,Regular Air,563.09,15.75,Leinster
7201,25,1351.78,Regular Air,109.92,17.72,Munster
7202,27,322.46,Regular Air,54.29,5.91,Ulster
7203,8,32.92,Regular Air,7.73,3.37,Leinster
7204,32,383.81,Regular Air,21.15,38.36,Ulster
7205,34,817.53,Regular Air,76.63,71.64,Ulster
